"X";"Y";"X_dms";"Y-dms";"primaryind";"nummer";"brunnenart";"historisch";"wasserart_";"bezeichnun"
8.4863852767;47.3859662777;"E8°29'10.98""";"N47°23'9.478""";941;624;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Altstetterstrasse"
8.543055859;47.3699017468;"E8°32'35.00""";"N47°22'11.64""";942;63;"öffentlicher Brunnen";1942;"Verteilnetz";"beim Helmhaus"
8.4816434606;47.3901209895;"E8°28'53.91""";"N47°23'24.43""";943;631;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Schulhaus Herrlig, Kindergarten"
8.4971805253;47.3709071816;"E8°29'49.84""";"N47°22'15.26""";944;633.3;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Letzi"
8.497539654;47.3706577303;"E8°29'51.14""";"N47°22'14.36""";945;633.2;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Letzi"
8.4879353919;47.3842938327;"E8°29'16.56""";"N47°23'3.457""";946;634;"privater Brunnen";1991;"Verteilnetz";"Spielplatz bei Kirche"
8.521952924;47.3990359687;"E8°31'19.03""";"N47°23'56.52""";947;644;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"beim Kiosk"
8.4905802958;47.4049681775;"E8°29'26.08""";"N47°24'17.88""";948;645.2;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Lachenzelg"
8.48927622;47.4053840753;"E8°29'21.39""";"N47°24'19.38""";949;645.1;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Lachenzelg"
8.4892494819;47.4050763393;"E8°29'21.29""";"N47°24'18.27""";950;645.3;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Lachenzelg"
8.5347585711;47.3854825171;"E8°32'5.130""";"N47°23'7.737""";951;646.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Badanstalt"
8.5354030477;47.3851071429;"E8°32'7.450""";"N47°23'6.385""";952;646.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Badanstalt"
8.5356178349;47.384961164;"E8°32'8.224""";"N47°23'5.860""";953;646.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Badanstalt"
8.5267406659;47.3947904317;"E8°31'36.26""";"N47°23'41.24""";954;648.2;"Brunnen in städtischer Liegenschaft";1961;"Verteilnetz";"Schulhaus Nordstrasse , Pausenplatz"
8.5265654965;47.3949867072;"E8°31'35.63""";"N47°23'41.95""";955;648.1;"Brunnen in städtischer Liegenschaft";1961;"Verteilnetz";"Schulhaus Nordstrasse , Pausenplatz"
8.5415103536;47.4078687385;"E8°32'29.43""";"N47°24'28.32""";956;653.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Gubel A und B"
8.5446713783;47.4065402047;"E8°32'40.81""";"N47°24'23.54""";957;654;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Ligusterstrasse"
8.5450738088;47.408227136;"E8°32'42.26""";"N47°24'29.61""";958;659;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Gewerbeschulhaus Oerlikon"
8.5547181144;47.4049948608;"E8°33'16.98""";"N47°24'17.98""";959;663;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Kindergarten"
8.5783249799;47.4008920811;"E8°34'41.96""";"N47°24'3.211""";960;664;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulpavillon"
8.5226249867;47.4118303559;"E8°31'21.44""";"N47°24'42.58""";961;666.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Käferholz"
8.5672287309;47.4046110654;"E8°34'2.023""";"N47°24'16.59""";962;667;"Brunnen in städtischer Liegenschaft";1947;"Verteilnetz";"Schulhaus Ahornstrasse 8"
8.5126028381;47.4184222408;"E8°30'45.37""";"N47°25'6.320""";963;669;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Riedenhalden"
8.5622420092;47.408235804;"E8°33'44.07""";"N47°24'29.64""";964;670.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Saatlen"
8.5629148722;47.408578558;"E8°33'46.49""";"N47°24'30.88""";965;670.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Saatlen"
8.5400811638;47.4270366708;"E8°32'24.29""";"N47°25'37.33""";966;672;"Brunnen in städtischer Liegenschaft";1951;"Verteilnetz";"Schulhaus Buchwiesen"
8.5769766011;47.401481131;"E8°34'37.11""";"N47°24'5.332""";967;673;"Brunnen in städtischer Liegenschaft";1951;"Verteilnetz";"Schulhaus Probstei"
8.5513952588;47.4257668668;"E8°33'5.022""";"N47°25'32.76""";968;674.1;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Kolbenacker"
8.5660195701;47.4046238741;"E8°33'57.67""";"N47°24'16.64""";969;678;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Luegisland"
8.5491100898;47.3762229296;"E8°32'56.79""";"N47°22'34.40""";970;910;"privater Brunnen";;"Verteilnetz";
8.5886071078;47.3986424404;"E8°35'18.98""";"N47°23'55.11""";971;680;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Mattenhof"
8.5883253981;47.3937869574;"E8°35'17.97""";"N47°23'37.63""";972;682;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Gfellergut"
8.5210069363;47.4148117731;"E8°31'15.62""";"N47°24'53.32""";973;684;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Hürstholz"
8.511945531;47.4190969863;"E8°30'43.00""";"N47°25'8.749""";974;686.2;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Riedenhalde B"
8.5123155913;47.4192324146;"E8°30'44.33""";"N47°25'9.236""";975;686.3;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Riedenhalde B"
8.511256036;47.4194897914;"E8°30'40.52""";"N47°25'10.16""";976;686.1;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Riedenhalde B"
8.5354937598;47.4189754082;"E8°32'7.777""";"N47°25'8.311""";977;691;"Brunnen in städtischer Liegenschaft";1969;"Verteilnetz";"Schulhaus Staudenbühl"
8.5262634492;47.3506474747;"E8°31'34.54""";"N47°21'2.330""";978;692;"Brunnen in städtischer Liegenschaft";1969;"Verteilnetz";"Restaurant"
8.5266990554;47.4058497501;"E8°31'36.11""";"N47°24'21.05""";979;694;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"beim Krematorium"
8.504858591;47.3405576796;"E8°30'17.49""";"N47°20'26.00""";980;731;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5041219407;47.3368662831;"E8°30'14.83""";"N47°20'12.71""";981;732;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5459869765;47.3712297656;"E8°32'45.55""";"N47°22'16.42""";982;739;"privater Brunnen";;"Verteilnetz";
8.5480452667;47.3723498898;"E8°32'52.96""";"N47°22'20.45""";983;744;"privater Brunnen";;"Verteilnetz";
8.5699141285;47.4020273033;"E8°34'11.69""";"N47°24'7.298""";984;750;"privater Brunnen";;"Quellwasser";
8.5411583017;47.4206038097;"E8°32'28.16""";"N47°25'14.17""";985;757;"privater Brunnen";1956;"Verteilnetz";"bei der Kirche"
8.5316438202;47.3383757118;"E8°31'53.91""";"N47°20'18.15""";986;775;"privater Brunnen";;"Verteilnetz";"ref. Altersheim"
8.5348445279;47.3675185933;"E8°32'5.440""";"N47°22'3.066""";987;779;"privater Brunnen";;"Verteilnetz";
8.5334183467;47.374368095;"E8°32'0.306""";"N47°22'27.72""";988;781.1;"privater Brunnen";;"Verteilnetz";"Nr. I zwischen Gessneralle und Schanzengraben nördlich"
8.5463205597;47.3750077525;"E8°32'46.75""";"N47°22'30.02""";989;786;"privater Brunnen";;"Verteilnetz";"Im Hofe"
8.5465432104;47.3753874344;"E8°32'47.55""";"N47°22'31.39""";990;787;"privater Brunnen";1777;"Verteilnetz";"Im Hofe"
8.5209120448;47.3807831324;"E8°31'15.28""";"N47°22'50.81""";991;790;"privater Brunnen";;"Verteilnetz";
8.5748960964;47.3525419678;"E8°34'29.62""";"N47°21'9.151""";992;795;"privater Brunnen";;"Verteilnetz";"beim Studentenheim"
8.5086347553;47.4085983745;"E8°30'31.08""";"N47°24'30.95""";993;798;"privater Brunnen";;"Verteilnetz";
8.51583095;47.4126746603;"E8°30'56.99""";"N47°24'45.62""";994;799;"privater Brunnen";;"Verteilnetz";
8.5129447809;47.4216150309;"E8°30'46.60""";"N47°25'17.81""";995;800.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5124797049;47.4215652198;"E8°30'44.92""";"N47°25'17.63""";996;800.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5335839017;47.3666059848;"E8°32'0.902""";"N47°21'59.78""";997;801;"privater Brunnen";;"Verteilnetz";
8.5774061062;47.3507973982;"E8°34'38.66""";"N47°21'2.870""";998;802;"privater Brunnen";;"Verteilnetz";"Verein Magdalenenheim"
8.505444458;47.3232261236;"E8°30'19.60""";"N47°19'23.61""";999;811;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5360051993;47.3422741787;"E8°32'9.618""";"N47°20'32.18""";1000;812;"Brunnen mit eigener Versorgung";;"Quellwasser";"westlich Nr. 422 und 426"
8.532675182;47.353897119;"E8°31'57.63""";"N47°21'14.02""";1001;813;"privater Brunnen";;"Verteilnetz";
8.5244925283;47.3696422491;"E8°31'28.17""";"N47°22'10.71""";1002;814;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Im Hofe der Brandwache"
8.5547660091;47.4004461946;"E8°33'17.15""";"N47°24'1.606""";1003;816;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.596575758;47.356596261;"E8°35'47.67""";"N47°21'23.74""";1004;821;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5731759426;47.3724052982;"E8°34'23.43""";"N47°22'20.65""";1005;827;"Brunnen mit eigener Versorgung";;"Quellwasser";"Mitte Grand Hotel"
8.5957981638;47.3578993048;"E8°35'44.87""";"N47°21'28.43""";1006;828;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5776707338;47.3574443256;"E8°34'39.61""";"N47°21'26.79""";1007;832;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5797793205;47.3567104526;"E8°34'47.20""";"N47°21'24.15""";1008;833;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5645886944;47.3492855955;"E8°33'52.51""";"N47°20'57.42""";1009;839;"privater Brunnen";;"Verteilnetz";
8.4826166789;47.3842124319;"E8°28'57.42""";"N47°23'3.164""";1010;843;"privater Brunnen";;"Verteilnetz";
8.5008551653;47.3987442547;"E8°30'3.078""";"N47°23'55.47""";1011;848;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.4847015448;47.4038875358;"E8°29'4.925""";"N47°24'13.99""";1012;849;"Brunnen in städtischer Liegenschaft";1730;"Verteilnetz";
8.4785823135;47.4085477694;"E8°28'42.89""";"N47°24'30.77""";1013;850;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5044954855;47.3995792698;"E8°30'16.18""";"N47°23'58.48""";1014;856;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.4966680843;47.4040738007;"E8°29'48.00""";"N47°24'14.66""";1015;859;"privater Brunnen";;"Verteilnetz";
8.4825059324;47.4087635512;"E8°28'57.02""";"N47°24'31.54""";1016;860;"privater Brunnen";;"Verteilnetz";
8.4848390709;47.4094602735;"E8°29'5.420""";"N47°24'34.05""";1017;861;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.4805174213;47.4112195908;"E8°28'49.86""";"N47°24'40.39""";1018;863;"Brunnen mit eigener Versorgung";1982;"Quellwasser";
8.4950397245;47.4034588393;"E8°29'42.14""";"N47°24'12.45""";1019;865;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5126734848;47.3984628048;"E8°30'45.62""";"N47°23'54.46""";1020;868;"privater Brunnen";;"Quellwasser";
8.5663130126;47.4024111393;"E8°33'58.72""";"N47°24'8.680""";1021;869.1;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5663986243;47.4022583226;"E8°33'59.03""";"N47°24'8.129""";1022;869.2;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5790339428;47.3981421285;"E8°34'44.52""";"N47°23'53.31""";1023;872;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5194514522;47.4279515546;"E8°31'10.02""";"N47°25'40.62""";1024;873;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5327856069;47.3511995757;"E8°31'58.02""";"N47°21'4.318""";1025;876;"privater Brunnen";1803;"Verteilnetz";
8.5360749169;47.3923387928;"E8°32'9.869""";"N47°23'32.41""";1026;877;"privater Brunnen";1973;"Verteilnetz";"Karlsbrunnen"
8.5121356189;47.4154894497;"E8°30'43.68""";"N47°24'55.76""";1027;902;"privater Brunnen";;"Verteilnetz";"St. Katherina-Kirche"
8.5005398211;47.4013341442;"E8°30'1.943""";"N47°24'4.802""";1028;913;"Brunnen in städtischer Liegenschaft";1989;"Verteilnetz";
8.5491089402;47.414294623;"E8°32'56.79""";"N47°24'51.46""";1029;914;"privater Brunnen";;"Verteilnetz";
8.5487896515;47.3724158594;"E8°32'55.64""";"N47°22'20.69""";1030;915;"privater Brunnen";1170;"Verteilnetz";"Neptunbrunnen"
8.5466158763;47.4234066268;"E8°32'47.81""";"N47°25'24.26""";1031;916;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"beim Tennisplatz"
8.5461880893;47.3703041871;"E8°32'46.27""";"N47°22'13.09""";1032;917;"privater Brunnen";;"Verteilnetz";
8.5508526618;47.3745053062;"E8°33'3.069""";"N47°22'28.21""";1033;918.1;"privater Brunnen";;"Verteilnetz";"Kantonsschul-Turnhalle"
8.5706140561;47.358619207;"E8°34'14.21""";"N47°21'31.02""";1034;925;"Brunnen in städtischer Liegenschaft";1863;"Verteilnetz";"bei Burgwies"
8.5804628614;47.4015217756;"E8°34'49.66""";"N47°24'5.478""";1035;928.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Stettbach"
8.581655384;47.4008603133;"E8°34'53.95""";"N47°24'3.097""";1036;928.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Stettbach"
8.5495034757;47.3953916637;"E8°32'58.21""";"N47°23'43.40""";1037;930;"privater Brunnen";;"Verteilnetz";
8.551401456;47.365148909;"E8°33'5.045""";"N47°21'54.53""";1038;934;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5502677871;47.3676445293;"E8°33'0.964""";"N47°22'3.520""";1039;936.1;"Brunnen mit eigener Versorgung";;"Quellwasser";"im Garten"
8.5501644779;47.367495493;"E8°33'0.592""";"N47°22'2.983""";1040;936.2;"Brunnen mit eigener Versorgung";;"Quellwasser";"im Garten"
8.4890005611;47.4044558164;"E8°29'20.40""";"N47°24'16.04""";1041;939;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Kindergarten"
8.4980056314;47.4017390407;"E8°29'52.82""";"N47°24'6.260""";1042;940;"Brunnen mit eigener Versorgung";;"Verteilnetz";
8.5287503126;47.3520096851;"E8°31'43.50""";"N47°21'7.234""";1043;942;"privater Brunnen";;"Verteilnetz";"Im Hofe, Haus zur Asp"
8.5480631371;47.4241235844;"E8°32'53.02""";"N47°25'26.84""";1044;943.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Seebach"
8.547965672;47.4234144891;"E8°32'52.67""";"N47°25'24.29""";1045;943.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Seebach"
8.5473058997;47.4235889434;"E8°32'50.30""";"N47°25'24.92""";1046;943.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Seebach"
8.4818768128;47.3874534631;"E8°28'54.75""";"N47°23'14.83""";1047;944;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus"
8.4824556595;47.3831144156;"E8°28'56.84""";"N47°22'59.21""";1048;946;"privater Brunnen";;"Verteilnetz";
8.5274071627;47.394625481;"E8°31'38.66""";"N47°23'40.65""";1049;948;"privater Brunnen";;"Verteilnetz";
8.5438217013;47.4246116983;"E8°32'37.75""";"N47°25'28.60""";1050;949.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freizeitanlage"
8.5446858045;47.4244170947;"E8°32'40.86""";"N47°25'27.90""";1051;949.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freizeitanlage"
8.5297554933;47.3432312577;"E8°31'47.11""";"N47°20'35.63""";1052;958;"privater Brunnen";;"Verteilnetz";
8.5043744866;47.3670017225;"E8°30'15.74""";"N47°22'1.206""";1053;959.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad und Freizeitanlage Heuried"
8.505665399;47.3672330133;"E8°30'20.39""";"N47°22'2.038""";1054;959.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad und Freizeitanlage Heuried"
8.5054308265;47.3678767831;"E8°30'19.55""";"N47°22'4.356""";1055;959.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad und Freizeitanlage Heuried"
8.5145734087;47.3724180105;"E8°30'52.46""";"N47°22'20.70""";1056;963;"privater Brunnen";;"Verteilnetz";"Kath. Schule"
8.5105192761;47.4140237299;"E8°30'37.86""";"N47°24'50.48""";1057;964;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus"
8.4993189555;47.4040200542;"E8°29'57.54""";"N47°24'14.47""";1058;965;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Vogtsrain"
8.5128611462;47.3581824959;"E8°30'46.30""";"N47°21'29.45""";1059;968;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Altersheim"
8.5448223203;47.3704270795;"E8°32'41.36""";"N47°22'13.53""";1060;969;"privater Brunnen";1974;"Quellwasser";
8.5028166762;47.4010804108;"E8°30'10.14""";"N47°24'3.889""";1061;972;"privater Brunnen";1975;"Verteilnetz";"Kath. Kirchgemeindehaus"
8.4732166563;47.3799704641;"E8°28'23.57""";"N47°22'47.89""";1062;974;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"beim Reservoir"
8.5247800813;47.4027666532;"E8°31'29.20""";"N47°24'9.959""";1063;976;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"bei Reservoir"
8.5266736222;47.3342398069;"E8°31'36.02""";"N47°20'3.263""";1064;977.1;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"Krankenheim Entlisberg, beim Personalhaus"
8.5276644064;47.3342144875;"E8°31'39.59""";"N47°20'3.172""";1065;977.2;"Brunnen in städtischer Liegenschaft";2004;"Verteilnetz";"Krankenheim Entlisberg, beim Heimtrakt"
8.5175185497;47.33302553;"E8°31'3.066""";"N47°19'58.89""";1066;978;"privater Brunnen";1974;"Verteilnetz";"Kath.Kirchenstiftung Maria Hilf"
8.5161606444;47.3268806246;"E8°30'58.17""";"N47°19'36.77""";1067;979;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"Schulhaus"
8.5075325895;47.4128616007;"E8°30'27.11""";"N47°24'46.30""";1068;981;"privater Brunnen";1969;"Verteilnetz";"Verwaltungsgebäude"
8.5574155729;47.3572287067;"E8°33'26.69""";"N47°21'26.02""";1069;983.2;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";
8.5572042235;47.3571751728;"E8°33'25.93""";"N47°21'25.83""";1070;983.1;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";
8.5577205856;47.3716480033;"E8°33'27.79""";"N47°22'17.93""";1071;985;"privater Brunnen";1976;"Quellwasser";"bei Kinderspital"
8.5219442121;47.3853617812;"E8°31'18.99""";"N47°23'7.302""";1072;986.1;"privater Brunnen";1975;"Verteilnetz";
8.5219061904;47.3850374692;"E8°31'18.86""";"N47°23'6.134""";1073;986.2;"privater Brunnen";1975;"Verteilnetz";
8.5107570562;47.3536514146;"E8°30'38.72""";"N47°21'13.14""";1074;988;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"Wohnüberbauung"
8.5046734988;47.3600218924;"E8°30'16.82""";"N47°21'36.07""";1075;991;"Brunnen in städtischer Liegenschaft";1975;"Verteilnetz";"Schulhaus Borrweg"
8.5169623262;47.3992922091;"E8°31'1.064""";"N47°23'57.45""";1076;994;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Krankenheim Käferberg"
8.5936210851;47.3999832582;"E8°35'37.03""";"N47°23'59.93""";1077;995;"Brunnen in städtischer Liegenschaft";1976;"Verteilnetz";"Krankenheim Mattenhof"
8.5157613824;47.3689315595;"E8°30'56.74""";"N47°22'8.153""";1078;999.1;"privater Brunnen";1976;"Verteilnetz";"Schulhäuser"
8.5756524515;47.3586555472;"E8°34'32.34""";"N47°21'31.15""";1079;831;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.5281699372;47.371197769;"E8°31'41.41""";"N47°22'16.31""";1080;214.2;"öffentlicher Brunnen";;"Quellwasser";"Zierbrunnen"
8.5443483308;47.4105908178;"E8°32'39.65""";"N47°24'38.12""";1081;476.1;"öffentlicher Brunnen";1977;"Verteilnetz";"Trinkbrunnen"
8.5484635665;47.3685891032;"E8°32'54.46""";"N47°22'6.920""";1082;516.2;"privater Brunnen";1909;"Verteilnetz";"Höhere Töchterschule"
8.537464393;47.3411342581;"E8°32'14.87""";"N47°20'28.08""";1083;544.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Badanstalt Wollishofen"
8.5375663782;47.3409297342;"E8°32'15.23""";"N47°20'27.34""";1084;544.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Badanstalt Wollishofen"
8.5033557578;47.3680565381;"E8°30'12.08""";"N47°22'5.003""";1085;563.2;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Schulhaus Küngenmatt"
8.5334815367;47.3834302135;"E8°32'0.533""";"N47°23'0.348""";1086;580.2;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Limmat, Im Hofe"
8.540281989;47.3847941357;"E8°32'25.01""";"N47°23'5.258""";1087;587.1;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Springbrunnen"
8.5413138234;47.3844767582;"E8°32'28.72""";"N47°23'4.116""";1088;587.2;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Springbrunnen"
8.4815682309;47.3801576767;"E8°28'53.64""";"N47°22'48.56""";1089;632.2;"Brunnen in städtischer Liegenschaft";1955;"Verteilnetz";"Schulhaus Untermoos"
8.5412550465;47.408017092;"E8°32'28.51""";"N47°24'28.86""";1090;653.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Gubel A und B"
8.5231538546;47.4116522053;"E8°31'23.35""";"N47°24'41.94""";1091;666.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Käferholz"
8.5287406585;47.4106472879;"E8°31'43.46""";"N47°24'38.33""";1092;675.1;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Schulhaus Kügeliloo"
8.4992251916;47.3792100581;"E8°29'57.21""";"N47°22'45.15""";1093;700.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Letzigraben"
8.5001330296;47.3794791458;"E8°30'0.478""";"N47°22'46.12""";1094;700.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Letzigraben"
8.5398838682;47.4043660205;"E8°32'23.58""";"N47°24'15.71""";1095;702.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Allenmoos"
8.5389348403;47.4040070175;"E8°32'20.16""";"N47°24'14.42""";1096;702.4;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Freibad Allenmoos"
8.5705333131;47.4083776408;"E8°34'13.91""";"N47°24'30.15""";1097;703.1;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Freibad Auhof"
8.5704722586;47.4078103332;"E8°34'13.70""";"N47°24'28.11""";1098;703.5;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Freibad Auhof"
8.5164461982;47.3685377603;"E8°30'59.20""";"N47°22'6.735""";1099;999.2;"privater Brunnen";1976;"Verteilnetz";"Kantonsschule Bühl B"
8.5036942436;47.3941714373;"E8°30'13.29""";"N47°23'39.01""";1100;1014.1;"Brunnen in städtischer Liegenschaft";1982;"Verteilnetz";"Tramstation Hardturm"
8.6020923669;47.3627551893;"E8°36'7.532""";"N47°21'45.91""";1101;1057.1;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"beim Friedhof"
8.5371748359;47.3791875616;"E8°32'13.82""";"N47°22'45.07""";1102;1183.1;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5378949666;47.3778714166;"E8°32'16.42""";"N47°22'40.33""";1103;1183.16;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5381033496;47.3779514781;"E8°32'17.17""";"N47°22'40.62""";1104;1183.14;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5404579861;47.3755072108;"E8°32'25.64""";"N47°22'31.82""";1105;1249.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Amtshaus V"
8.5404809167;47.3754852059;"E8°32'25.73""";"N47°22'31.74""";1106;1249.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Amtshaus V"
8.5405042438;47.3754631612;"E8°32'25.81""";"N47°22'31.66""";1107;1249.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Amtshaus V"
8.5405275693;47.3754416831;"E8°32'25.89""";"N47°22'31.59""";1108;1249.4;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Amtshaus V"
8.5353845711;47.3825316319;"E8°32'7.384""";"N47°22'57.11""";1109;252.1;"öffentlicher Brunnen";1930;"Quellwasser";"Springbrunnen"
8.5521568762;47.3701048983;"E8°33'7.764""";"N47°22'12.37""";1110;337;"öffentlicher Brunnen";1910;"Quellwasser";
8.5386865552;47.3919982044;"E8°32'19.27""";"N47°23'31.19""";1111;1220;"öffentlicher Brunnen";2002;"Verteilnetz";"Schaffhauserstrasse vor 57"
8.5252628456;47.3786738579;"E8°31'30.94""";"N47°22'43.22""";1112;238;"öffentlicher Brunnen";1940;"Quellwasser";"vor dem Schulhaus Hohlstrasse"
8.5738966297;47.3851121372;"E8°34'26.02""";"N47°23'6.403""";1113;758.1;"privater Brunnen";1958;"Verteilnetz";"im Areal des Zoos"
8.5732635412;47.3869242436;"E8°34'23.74""";"N47°23'12.92""";1114;758.2;"privater Brunnen";1958;"Verteilnetz";"im Areal des Zoos"
8.5745641286;47.3866250486;"E8°34'28.43""";"N47°23'11.85""";1115;758.3;"privater Brunnen";1958;"Verteilnetz";"im Areal des Zoos"
8.5744998605;47.3863794379;"E8°34'28.19""";"N47°23'10.96""";1116;758.4;"privater Brunnen";;;
8.5744689601;47.3862818743;"E8°34'28.08""";"N47°23'10.61""";1117;758.5;"privater Brunnen";;;
8.5179598456;47.3998402567;"E8°31'4.655""";"N47°23'59.42""";1118;1075;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"oberhalb Stadtspital Waid"
8.5123244313;47.3817626546;"E8°30'44.36""";"N47°22'54.34""";1119;1250;"Brunnen in städtischer Liegenschaft";2005;"Verteilnetz";"Berufswahlschule Hardau"
8.4881415185;47.3913054435;"E8°29'17.30""";"N47°23'28.69""";1120;1251;"öffentlicher Brunnen";2005;"Quellwasser";"Wassermauer"
